ulasan,rating,tanggal,kategori,nama_aplikasi,app_id,label,confidence,label_original
Ada kendala salah pengiriman obat dan ternyata CSnya tidak terlalu membantu,1,2025-12-26 17:49:53-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9450369477272034,negatif
Respon Pelayanan Konsultasi dokter sampai dengan mendapatkan resep sangat baik. Tks Halodoc & Dokternya,5,2025-12-24 06:19:02-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9484192728996277,positif
"Tahu ngak apa kelemahannya hallodoc? Kemampuan layanan/service dokternya ngak standar, paling tidak itu versi saya.

1. Slow responnya minta ampun.
2. Baru cerita satu dua kalimat sudah dikasih resep, padahal sy mau konsultasi bukan minta obat.
3. Pelit ilmu dan irit ngomong. Dia pikir semua pasien tinggal telan resep obatnya, padahal kita butuh penjelasan dokter apa kegunaan obat ini hubungannya dengan sakit kita.

Ini harusnya tim manajemen bisa memikirkan bagaimana pada akhirnya hanya dokter berkualitas dan terstandar bisa stay di hallo doc.",4,2025-12-24 04:14:00-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.875541627407074,positif
sangat komunikatif dalam menangani keluhan,5,2025-12-24 02:57:20-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9910358190536499,positif
"Kecewa banget sama dokter spesialis kulitnya, fitur berbayar di adakan dengan rentang waktu konsul yang cukup sedikit dengan respon dokter yang lambat waktunya habis padahal baru nanya Rugi banget bayar mahal tapi nggak dapet apa apa slow respon banget Tolong dong ini jadinya mau nyaalahin siapa Sering kayak gini dokternya slow respon waktu konsul udah abis terus saya bayar apa ? Angin?",5,2025-12-22 21:38:20-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9975718855857849,positif
"harusnya JANGAN NYALAIN fitur pesan obat instant 24JAM, KALAU emang ga bisa😭🙏🏻

karena terjadi nya pas anak tiba2 demam tinggi sampe ngigau jam 12 malem. lagi sendirian di rumah, langsung gercep konsul via halodoc & pesan obat 350k. ETA jam 1.45 sampai di rumah tp sampe subuh ditungguin ga sampe2!

1. driver ga bisa di kontak
2. CS jawaban nya template.
hasil: panik & stress bgt!

memang ada opsi cancel, tp saldonya masuk saldo halodoc???!!??🫠😭
pdhl mau dipake opsi yg laen ajaaa. jadi mau ga mau order ulangggg.

semoga ibu/bapak lain selalu dikasih mudah beli obat dan bawa ke RS di keadaan darurat ya. jangan andelin halodoc I swear to God. ya allah.

selain itu please user friendly UI/UX nya bikin bingung banget. terutama lebih sering pake apps ini pas kondisi urgent. plis plis😢 thanks",2,2025-12-22 11:45:10-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9430093765258789,negatif
Sangat membantu ketika akan membeli obat yang membutuhkan resep dokter,5,2025-12-21 13:18:48-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9843081831932068,positif
"aplikasi bobrok, aplg dr ANDI SITI HARDIYANTI (spkk) ga respon samsek di roomchat, sini uda bayar mau konsul ga direspon dokternya ,masa ga direfund malah dapat voucher dokter umum beda spesialis lah kocak! untung buat dokternya, rugi buat pasien! g lagi konsul disini!",1,2025-12-20 23:32:09-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.6464527249336243,negatif
Sangat membantuu,5,2025-12-19 07:37:37-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.992085874080658,positif
Sangat Gercep membantu sekali,5,2025-12-19 04:18:26-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9921248555183411,positif
"Aku senang sama aplikasinya tapiiii tolong jangan pakai kurir anteraja, lemot bangettttt, gapapa mahal yang penting jelas pengirimannyaaaa",3,2025-12-18 20:38:11-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.7239789366722107,netral
"Sumpah ya jelek banget ini aplikasinya, mau bayar buat konsultasi aja repot banget. Hubungkan ini itu lah, gak bisa top up aja kek saldonya pake va atau apa gitu biar mudah.",1,2025-12-18 19:23:32-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9969609379768372,negatif
Terimakasih atas saran yg responsip dan gercep,5,2025-12-18 04:39:12-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.8694100379943848,positif
alhamdulillah pelayanan konsultasi dari dokter spA top. respon cepat dan sabar ramah menjawab pertanyaan kami. beberapa kali tiap anak sakit konsul dlu kesini dan alhamdulillah cocok dengan obat yang direkomendasikan. thankyou dr.Astarini spA dan halodoc ❤️,5,2025-12-17 15:38:38-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9660652279853821,positif
"Pengiriman barang apa apa lama, respon cs nya juga lambat. Biaya kirim dari toko kesehatannya mahal tapi lambat mending beli di apotik aja",1,2025-12-17 02:45:38-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9970225691795349,negatif
Cepat tanggap dan jelas penjelasan dokternya,5,2025-12-16 23:51:06-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9435628652572632,positif
Saat setelah konsultasi ke dokter. Saya tidak bisa mengunduh catatan dokter dan surat istirahat yg direkomendasikan. Respon cs virtual juga lama.,5,2025-12-16 15:49:12-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9868507981300354,positif
"Terimakasih sudah memberikan dukungan, meyakinkan bahwa keputusanku sangat tepat. 💖",5,2025-12-16 04:59:45-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.675225019454956,positif
Ibu dokter sangat membantu..,5,2025-12-14 19:10:11-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9877975583076477,positif
AHHH,1,2025-12-13 07:12:48-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.5954656600952148,negatif
"udah bayar tapu keluhan ga direspon respon dokternya tau tau waktunya udah abis, penupuan banget",1,2025-12-13 00:50:48-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9251849055290222,negatif
Very easy to access medications with professional doctors! Very helpful app,5,2025-12-12 23:56:47-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.6848204731941223,positif
"Heran mau bayar apk error, rubah cara bayar apk error, sampe ditutup apk di install ulang pun ga bisa bayar karna apk error.. padahal urgent dan uda malam..",1,2025-12-12 06:14:47-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.996302604675293,negatif
Mantap pelayanan cepat,5,2025-12-11 07:34:53-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9970191717147827,positif
seamless,5,2025-12-09 21:31:16-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9821726679801941,positif
"Senang ada aplikasi seperti ini, pokoknya Puas bngt",5,2025-12-09 20:45:18-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9965511560440063,positif
Dokter sangat informatif dan komunikatif,5,2025-12-09 02:08:09-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9819767475128174,positif
"Mama saya sakit perut seperti diperas tetapi diberi obat epilepsi (Gabapentin 300mg) oleh Dr. Fina Purwaningtyas, sangat tidak profesional dan merugikan.",1,2025-12-08 04:02:00-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9958732724189758,negatif
"Dokter baik.penjelasannya sangat jelas & rinci untuk pola makan hari” di resepin obat juga semoga berhasil hasilnya terlihat 1mggu ini..
Bismillah🙏😇",5,2025-12-07 22:47:30-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.6564401388168335,positif
"Sakit perut tapi diberi obat epilepsi untuk kejang-kejang, sangat tidak profesional.",1,2025-12-07 19:17:44-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9976776242256165,negatif
Benar” mantap sekali konsul dengan dokter . Terimakasih atas penjelasan dan respon nya dok . Sehat selalu dok 🙏🏻🙏🏻,5,2025-12-06 23:19:47-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.7776708006858826,positif
bayar 60 ribu cuma buat ngomong sendiri kaga ada respon!hati hati sama dokter yg rating nya di bawah 90%,1,2025-12-06 19:57:59-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9952239394187927,negatif
Katanya transaksi disuruh diatas 10.000 tapi tambahkan obat lagi ga bisa gimana sih pdhal lagi butuh obatnya!,1,2025-12-06 18:20:18-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.8800866007804871,negatif
"Makin mahal biayanya, chat sering ga terkirim, di klik lagi ga respon",4,2025-12-06 03:01:57-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9972860813140869,positif
Mantappps,5,2025-12-06 01:43:26-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9970965385437012,positif
Pelayanan nya cepat dan sopan,5,2025-12-05 07:40:25-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9955276846885681,positif
Bintang 5,5,2025-12-04 20:43:12-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9831099510192871,positif
"tiap buka halodoc, selalu minta update njir🤣ini aplikasi apaan dikit2 update, game juga engga, halaman juga masih sama aja tapi minta update terus. bikin berat memori di aplikasi aja, gw apus",3,2025-12-04 04:41:07-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.8874298334121704,netral
BURUK SUDAH BAYAR MAHAL TIBA TIBA WEBSITE ERROR. TIDAK BISA MELAKUKAN KONSULTASI DENGAN DOKTER. UANG MELAYANG BEGITU AJA. WEBSITE BAPUK. GAK AKAN LAGI PAKAI HALODOC,1,2025-12-03 03:32:20-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9973000884056091,negatif
"Sangat membantu dan dokter cepat tanggap, terimakasih dok semoga saya cepat sembuh🙏",5,2025-12-02 23:23:57-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.824828028678894,positif
"Dokter sangat baik, ramah, jelas dan sangat detail menjelaskan semuanya
Semoga dari pelantara dokter wajah saya bisa membaik🫶",5,2025-12-02 16:27:26-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.8115073442459106,positif
Respon dokter cepat ramah dan detail saat memberikan informasi dan Obat,5,2025-12-02 15:35:27-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.8228487968444824,positif
Sangat bagus untuk konsultasi praktis dan sangat membantu,5,2025-12-02 14:56:11-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9960227012634277,positif
"Fast response, memudahkan banget untuk dapet resep dan obatnya langsung dianter kerumah",5,2025-11-29 00:09:18-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.8351563811302185,positif
"Cara dokter mengedukasi pasien salah karena membuatnya semakin panik. Meskipun dokter mengatakan apa adanya terkait resiko yang didapat tapi anda tidak menerapkan empati terhadap pasien yang sedang berkonsultasi. 

Terlebih ketika pasien membutuhkan jawaban cepat mengingat waktu konsultasi hanya 30 menit, anda malah menjawab dengan jawaban yang menjengkelkan “kalo mau cepet ya konsul offline saja”. Gak nyangka kalo bakal keluar omongan itu di mulut seorang dokter yang jasanya disewa online. 

Menurut anda saya konsul di haldoc gratis? Anda itu saya bayar, kenapa omongannya seperti itu. Waktu lalu saya pernah konsul ke dokter kulit Dr Astrid, respon beliau sangat amat baik. Memberikan jawaban yang detail dan menghargai kebutuhan pasien dengan membiarkan pasien untuk bertanya sebanyak”nya. 

Namun beda sama si dokter fitria ini. Dr dian anggraini (ahli gizi) juga jelek pelayanannya. Dia malas memberikan informasi lengkap kepada pasien. 

Halodoc, kalo anda dikasih bintang 1 harusnya merasa bersalah dan bertanggug jawab karena anda gagal melayani pasien dengan baik. Jadi segera berbenah ya!",1,2025-11-27 14:57:04-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.8983301520347595,negatif
"1. Belakangan ini konsultasi dengan dokter di halodoc kurang baik jawabannya. Asal cepat dan langsung memberi resep. Setelah memberi resep, masalah dianggap solved dan konsultasi tidak dijalankan dengan baik. Langsung slowrespon.

2. Untuk kode verifikasi yg dikirim via whatsapp selalu gagal terkirim sehingga harus menggunakan sms.",1,2025-11-27 03:29:21-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.980747401714325,negatif
Baik dan mengerti,5,2025-11-25 07:18:38-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.8856240510940552,positif
Dokternya sigap,5,2025-11-24 16:42:37-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9790918231010437,positif
setiap buka app pasti update mulu makan storage bgt. dan ga semua dokter on buat ngeresepin obat. gajelas sumpah,1,2025-11-24 02:28:11-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.992983341217041,negatif
User friendly apps,5,2025-11-23 19:20:39-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9595485925674438,positif
Sgt membantu dalam thaap awal pencegahan,5,2025-11-23 17:27:48-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.97267746925354,positif
"Dimana2 orang masukin debit card biar pembayaran cepat & mudah, malah disuruh masukin first name, last name, no hp, email tiap transaksi, gak habis pikir siapa yg acc UX kayak gini",2,2025-11-22 17:55:12-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.8595253229141235,negatif
"Order dri tgl 15 Di tuliskan tgl 19 NOVEMBER 2025 SAMPAI tapi sampai saat ini TANGGAL 22 NOVEMBER 2025 Belum juga sampai, dan ditulis akan diantar oleh apotek rekanan TERDEKAT, rupanya diantar dari luar pulau, ini klo krisis tungguin obat dri halodoc bakal sampai ajal dluan",1,2025-11-21 19:05:10-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.49236682057380676,negatif
Jawaban tepat namun lamban,5,2025-11-21 07:10:44-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9945034980773926,positif
"Kecewa bgt , pengiriman lama sekali 1 jam lebih obat belum sampai padhal lg kondisi urgent , 2x ga di resepin  dokter nya padahal sdh tulis keluhan dan alasannya , coba perbaiki sistem pengiriman jgn sampai 60 menit",2,2025-11-21 00:59:34-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9975071549415588,negatif
Dokter sangat membantu Terima Kasih,5,2025-11-20 23:10:12-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9492442607879639,positif
"sudah tiga bulan dgn dr corry sejauh ini perubahan nya banyak bgt, drnya ramah dr nya tanbkap detail banget pokonya rekomend  bgt untuk permasalahan wajah",5,2025-11-20 22:01:28-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9954870343208313,positif
"Saya sebagai customer merasa di rugikan karena obat yang di kirim apotek tidak sesuai resep, barang penggantinya lebih murah, ketika complain ke halodoc malah pihak halodoc menyerahkan kepada pihak apotek, dan disini pihak apotek malah tidak mau di complain, dan dari halodoc juga tidak ada solusi, alahkah lebih baik halodoc punya aturan yang jelas kalo ada complain case seperti ini, jadi tidak merugikan kepuasan customer nya",1,2025-11-20 07:14:42-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.8232834339141846,negatif
Dokter baik sangat detail,5,2025-11-20 00:04:19-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9726919531822205,positif
"sangat kecewa dengan pelayanan nya, dokter nya dry text semua. ditambah saya punya asuransi dari perusahaan tapi tetep disuruh bayar sama hallodoc, dan ketika mau rembuisment uang obat malah di persulit terus. capek sama ini apk kalo bukan karna asuransi dari kantor mah ogah",1,2025-11-19 20:54:49-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.997733473777771,negatif
mantapp cepat dan tepat,5,2025-11-19 07:40:36-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9949470162391663,positif
"aplikasi ga guna, bayar mahal tapi dokter slow respon dan seenaknya, jawaban template n tdk memuaskan, waktu yg diberikan tdk cukup untuk menjawab semua pertanyaan & tdk sepadan dgn harga yg dibayarkan karena dokter nya luama jawabnya",1,2025-11-18 05:28:58-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9864461421966553,negatif
"Saya kesulitan mengetik pesan saat berkonsultasi dengan dokter, karena preview hasil ketikan posisinya  diatas. Membuat saya kesulitan melihat apa yang saya ketik. Alhasil ketikan saya banyak typonya.",3,2025-11-18 00:26:11-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9798229336738586,netral
"Respon cepat, harga obat ramah kantong",5,2025-11-16 16:24:26-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9911718964576721,positif
Penanganan thd komplain lumayan cepat,5,2025-11-14 18:06:40-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9893261194229126,positif
Good doctor,5,2025-11-13 17:52:47-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9885051846504211,positif
So far saya terbantu dan nyaman memakai app HaloDoc karena User friendly dan easy to used,5,2025-11-12 20:39:57-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9798876047134399,positif
"Hati2  klo konsul atau chat dengan dokter, kita musti sabar soalnya klo dokter nya ga respon2 dan kita yang mengakhiri kita tetap bayar , saya ada chat dengan  dokter tapi tidak ada respon lalu ada notif dokter tidak ada di tempat, lalu saya akhiri ternyta tetap saya harus biaya konsulnya 😌",1,2025-11-12 05:35:05-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.6360177993774414,negatif
Mantap puas banget,5,2025-11-11 23:58:40-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9972254037857056,positif
Dokternya ramah dan cepat tanggap.,5,2025-11-11 04:54:15-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9943656921386719,positif
"Untuk Halodoc dan ditangani oleh Dokter Didi Haryadi , sangat ramah dan membantu ..",5,2025-11-10 19:16:18-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9874827861785889,positif
"saya lakukan order di jam 10, di aplikas akan tiba jam 23.43 saya tunggu sampai jam 00.14 tidak datang. tiba tiba tanpa ada pemberitahuan pesanan saya di cancel. ini obat lo tolong klo sistemnya begini terus bisa bahaya. saya sangat kecewa, saya sudah nunggu berjam jam tiba tiba di cancel. saya perlu lo obatnya",1,2025-11-10 14:58:02-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9972115159034729,negatif
"Saya merasa keberatan dengan model bisnis yang diterapkan. Konsultasi yang menjadi fitur utama justru mengharuskan pembayaran tambahan, dan informasi ini tidak disampaikan secara transparan sebelum pengunduhan. Hal ini sangat mengecewakan dan membuat pengguna merasa tidak dihargai",1,2025-11-10 06:33:30-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.994971513748169,negatif
"Tidak ada rating atau review dokter alhasil dpt dokter yg kurang oke dan resep malah bejibun. Tidak ada sembelit tapi tetiba dikasi obat pencahar, ini dokter atau sales obat?",1,2025-11-10 06:21:36-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.9892717599868774,negatif
"Waktu konsul dokter terbatas, jawaban blm tuntas krn chatroom dr awal kosong, tulisan “dokter tdk ditempat” pdhl sy masuk chatroom ontime dan refresh berkali2.
Akhirnya waktu konsul berakhir pdhl jawaban blm tuntas.
Konplain ke cs hrs melampirkan bukti screesnshot tiap menit, lg ngetik tiba2 dblg waktu habis, jd jawaban dr cs pun tdk tuntas. 
Super not helpful.",1,2025-11-10 00:50:31-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,negatif,0.941122829914093,negatif
Dokternya respon bagus dan sabar,5,2025-11-09 11:20:14-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9874963760375977,positif
"Sangat terbantu dengan adanya Halodoc sehingga memudahkan dalam berkonsultasi serta mendapat resep obat yg tepat dan baik.
Thank you",5,2025-11-09 07:47:53-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9589235782623291,positif
dokter sangat membantu,5,2025-11-09 05:52:45-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981.0,positif,0.9890788197517395,positif
Cepat tanggap,5,2026-08-02 02:18:32-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9932247996330261,positif
"Konsul ke dokter spesialis ku kira bakal dikasih obat yg bagus, taunya cuman dikasih paraset ahhaha tau gitu ga usah ke dokter spesialis",2,2026-08-01 21:29:37-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,negatif,0.5709206461906433,negatif
aplikasi gakjelas. udh booking dokter tp pas dateng malah ternyata janji temu gue tbtb dibatalin TANPA INFO . udh terlanjur dateng ke RS nya adminnya pun bingung . APP SAMPAAAHHH,1,2026-07-31 18:51:56-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,negatif,0.9888193011283875,negatif
"Dokternya fast respon banget, penjelasannya sangat mudah dimengerti.",5,2026-07-29 03:26:21-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9882998466491699,positif
Dokterny baik banget,5,2026-07-25 23:11:40-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9936654567718506,positif
Sabar n komunikatif,5,2026-07-24 17:52:46-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9867441654205322,positif
This apps is really heavy and not user friendly,1,2026-07-24 09:30:41-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,negatif,0.6581870317459106,negatif
"Saya pertama kali menggunakan app ini karna anak bapil, dokter yg menangani sangat baik dan ramah, hanya pada awalnya perlu memakan waktu sekitar dua puluh menit untuk mendapatkan jawaban",5,2026-07-19 05:57:17-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.5528865456581116,positif
Tebaik,5,2026-07-14 12:17:02-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.966269850730896,positif
"Saya udah bayar biaya konsul dan chatnya malah ditutup dokter. Ini apps nya yang nge bug apa dokternya yang kaga jelas???????


Feedback dari CS juga lama",1,2026-07-14 05:04:59-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,negatif,0.9967769980430603,negatif
Dokterny baik n bagus responnya.,5,2026-07-12 08:19:23-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9890852570533752,positif
Semakin mudah mendapatkan konsul dokter dan obat cepat meski malam,5,2026-07-10 06:52:01-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.8017494082450867,positif
"Download , sign in
Pilih dokter, bayar, konsultasi, nunggu 2 menit (sesuai durasi dari aplikasi) , dokter gak respon, lalu aplikasi eror, loading terus
Sampai di uninstall , download lagi, eror
Buang2 uang",1,2026-07-09 21:11:45-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,negatif,0.9879751801490784,negatif
Pengobatannya tepat jadi bikin happy,4,2026-07-09 07:24:18-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9946938157081604,positif
"Dokter nya ramah dan respon percakapan sangat cepat dan teliti
Terimakasih dokter
Semoga kata saya cepat pulih ya dok",5,2026-07-09 00:18:42-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9414965510368347,positif
Dokternya sangat membantu sekali rekomen bangeet,5,2026-07-05 19:25:23-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9957854151725769,positif
Good Respond,5,2026-07-04 21:47:22-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9865931868553162,positif
"Cepet banget habis sessionnya. Bahkan pas ditinggal payment ke aplikasi lain (redirect dari alodokter), pas balik harus login lagi. Dikit-dikit login ribet banget. Sambil nunggu balasan chat dokter ga bisa ke mana2. Padahal bukan aplikasi keuangan tapi segininya banget",1,2026-07-04 02:34:41-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9807308912277222,negatif
Sangat puas pelayanannya,5,2026-07-03 05:34:51-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9964458346366882,positif
Mantap penjelasannya,5,2026-07-02 17:27:03-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9950849413871765,positif
Responsif dan komunikatif,5,2026-06-30 10:01:59-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9899354577064514,positif
Dokternya ga ramah,1,2026-06-29 22:24:09-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,negatif,0.9980241060256958,negatif
"Aloshop nya penipu, sistemnya jg jelek, pesan dari jam 10, jam 14 belum sampe jg. Trus tiba-tiba status pesanan sudah tiba, padahal tidak ada kontak dari driver sama sekali, dan saya digedung bertingkat sehingga tidak memungkinkan barang dititip, kacau sekelas alodokter tp ada penipuan",1,2026-06-29 00:55:09-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,negatif,0.997053861618042,negatif
Secara UX masih perlu diperbaiki karna ada beberapa fitur yang sangat kecil dan sulit di klik,3,2026-06-27 06:11:33-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,negatif,0.9574264883995056,netral
"Penjelasanny sangat membantu, dan menenangkan sekali dan sangat detail",5,2026-06-26 04:28:12-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.9942664504051208,positif
"Pak dokter doddy ini sabar kali jelasinnya fast respon pula, baik kali ramah kalii 😍❤️❤️",5,2026-06-25 08:16:37-07:00,kesehatan_medis,Alodokter: Chat Bersama Dokter,1405482962.0,positif,0.8198308348655701,positif
